         Date              Open        High         Low       Close      Volume     Typical Price         V*P    Total VP     Total V        VWAP    Message Count
 9/ 7/2018 55: 2: 1        3370        4050        3370        3350          20              3590       71800       71800          20        3590         310
10/ 7/2018 15: 2: 9        3380        3380        3380        3380         100              3380      338000  3130398348      922360      3393.9           1
10/ 7/2018 15: 2:19        3500        3500        3500        3500        7000              3500    24500000  3154898348      929360      3394.7           1
10/ 7/2018 15: 2:27        3390        3390        3390        3390       12945              3390    43883550  3198781898      942305     3394.64           1
10/ 7/2018 15: 2:29        3390        3390        3390        3390        5523              3390    18722970  3217504868      947828     3394.61           1
10/ 7/2018 15: 2:42        3370        3370        3370        3370         100              3370      337000  3217841868      947928     3394.61           1
10/ 7/2018 15: 2:49        3390        3390        3390        3390        1002              3390     3396780  3221238648      948930      3394.6           1
10/ 7/2018 16: 2:13        3390        3390        3380        3380       14018           3383.33    47427566  3268666214      962948     3394.44           5
10/ 7/2018 16: 2:14        3400        3400        3400        3400        2597              3400     8829800  3277496014      965545     3394.45           1
10/ 7/2018 16: 2:20        3380        3380        3380        3380        5001              3380    16903380  3294399394      970546     3394.38           1
10/ 7/2018 16: 2:25        3390        3390        3390        3390        4000              3390    13560000  3307959394      974546     3394.36           2
10/ 7/2018 16: 2:31        3390        3390        3390        3390        2000              3390     6780000  3314739394      976546     3394.35           1
10/ 7/2018 16: 2:40        3370        3380        3370        3380         116           3376.67      391693  3315131087      976662     3394.35           2
10/ 7/2018 16: 2:41        3400        3400        3400        3400        2000              3400     6800000  3321931087      978662     3394.36           1
10/ 7/2018 16: 2:52        3410        3410        3410        3410        2000              3410     6820000  3328751087      980662     3394.39           1
10/ 7/2018 16: 2:54        3380        3380        3380        3380       12945              3380    43754100  3372505187      993607      3394.2           1
10/ 7/2018 17: 2: 1        3410        3410        3410        3410        2000              3410     6820000  3379325187      995607     3394.24           1
10/ 7/2018 17: 2: 6        3370        3370        3370        3370        2000              3370     6740000  3386065187      997607     3394.19           1
10/ 7/2018 17: 2:11        3410        3410        3410        3410        2000              3410     6820000  3392885187      999607     3394.22           1
